[2026-03-03 02:55:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:04:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:05:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:06:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:07:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:08:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:09:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:10:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:11:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:12:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:13:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:14:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:15:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:16:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:17:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:18:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:19:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:20:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:21:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:22:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:23:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:24:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:25:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:26:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:27:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:28:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:29:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:30:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:31:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:32:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:33:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:34:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:35:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:36:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:37:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:38:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:39:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:40:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:40:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:40:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:40:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:40:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 05:40:36] Altruists (Green): 19 | Selfish (Red): 17
